Iteration	parent	child	p-val
1496	18304.0	17933.0	2.42555489719e-21
1497	18279.0	17932.0	1.53496713079e-26
1498	18008.0	17931.0	1.31980724837e-13
1499	17939.0	17930.0	3.23250273912e-31
1500	18222.0	17929.0	0.000577821853662
1501	18237.0	17928.0	4.44112223359e-114
1502	18115.0	17927.0	1.18448722444e-80
1503	18129.0	17926.0	1.53509359178e-13
1504	18363.0	17925.0	9.83660976266e-06
1505	18212.0	17924.0	3.21077019001e-118
1506	18130.0	17923.0	9.30497541561e-05
1507	18516.0	17922.0	1.49666604394e-20
1508	18151.0	17921.0	5.33802944136e-47
1509	18505.0	17920.0	2.93272632304e-12
1510	18390.0	17919.0	7.58186818604e-45
1511	18188.0	17918.0	2.15773880583e-16
1512	18020.0	17917.0	1.51044296048e-28
1513	18263.0	17916.0	1.4409124801e-70
1514	18254.0	17915.0	0.000273569484726
1515	18976.0	17914.0	0.0
1516	18407.0	17913.0	9.44034903473e-48
1517	18404.0	17912.0	4.27715158116e-21
1518	18394.0	17911.0	1.49695577978e-266
1519	18437.0	17910.0	4.78233874675e-32
1520	18470.0	17909.0	9.93332974998e-17
1521	18582.0	17908.0	2.51062534254e-202
1522	18641.0	17907.0	5.10180544538e-23
1523	18230.0	17906.0	2.42612642181e-50
1524	18026.0	17905.0	0.00599504361688
1525	18032.0	17904.0	4.57942778321e-14
1526	18679.0	17903.0	4.94821807723e-228
1527	18656.0	17902.0	2.59075303061e-55
1528	18446.0	17901.0	4.78676279184e-09
1529	18483.0	17900.0	1.32358486706e-77
1530	18078.0	17899.0	6.71826733665e-07
1531	18098.0	17898.0	0.000728054568444
1532	18701.0	17897.0	4.14868776352e-80
1533	18124.0	17896.0	7.06640144809e-15
1534	18251.0	17895.0	4.24429580581e-39
1535	18311.0	17894.0	4.78010175482e-13
1536	17941.0	17893.0	5.83619178247e-22
1537	18088.0	17892.0	6.72878904046e-25
1538	18128.0	17891.0	8.87998385906e-25
1539	18538.0	17890.0	1.05119867868e-158
1540	18761.0	17889.0	1.68911218679e-180
1541	18278.0	17888.0	1.20234816077e-20
1542	18242.0	17887.0	7.88753478703e-249
1543	18153.0	17886.0	2.60517006917e-84
1544	18293.0	17885.0	2.69609838709e-09
1545	18145.0	17884.0	9.11088700626e-08
1546	18576.0	17883.0	0.0
1547	18283.0	17882.0	1.15367270745e-93
1548	18435.0	17881.0	4.36593796264e-91
1549	18038.0	17880.0	1.52200076798e-45
1550	18244.0	17879.0	1.58447148631e-196
1551	18347.0	17878.0	4.8697334711e-11
1552	18366.0	17877.0	1.35369196378e-43
1553	18110.0	17876.0	7.17324721368e-20
1554	18370.0	17875.0	5.07123449271e-09
1555	18659.0	17874.0	2.92555348745e-156
1556	18581.0	17873.0	1.3273180067e-20
1557	18137.0	17872.0	4.2914091851e-11
1558	18471.0	17871.0	3.51319174675e-134
1559	18407.0	17870.0	5.12791141029e-75
1560	18649.0	17869.0	6.85676159466e-247
1561	18758.0	17868.0	1.97698721677e-10
1562	18762.0	17867.0	7.65857784373e-105
1563	18531.0	17866.0	1.1066456194e-156
1564	17979.0	17865.0	3.66706898682e-22
1565	18462.0	17864.0	6.87901864937e-18
1566	18220.0	17863.0	2.10759418272e-38
1567	18548.0	17862.0	2.14877243791e-43
1568	18256.0	17861.0	1.44462814846e-24
1569	18249.0	17860.0	2.27880110024e-47
1570	18313.0	17859.0	3.66567790319e-45
1571	18158.0	17858.0	1.57496824024e-10
1572	18690.0	17857.0	1.16767042722e-46
1573	18234.0	17856.0	0.000189233707937
1574	17907.0	17855.0	3.59400047909e-16
1575	18245.0	17854.0	3.66844030858e-16
1576	18125.0	17853.0	1.06275779718e-13
1577	18629.0	17852.0	2.00977203453e-30
1578	18506.0	17851.0	4.10464494829e-25
1579	18262.0	17850.0	2.34465357287e-33
1580	18133.0	17849.0	3.03955162171e-13
1581	18380.0	17848.0	4.08397761043e-70
1582	18273.0	17847.0	3.95191315731e-82
1583	18065.0	17846.0	6.89491583601e-59
1584	18805.0	17845.0	3.21894493133e-111
1585	18258.0	17844.0	1.18107726651e-63
1586	18539.0	17843.0	1.18466545229e-68
1587	18410.0	17842.0	4.89837470198e-93
1588	18473.0	17841.0	3.31710791072e-65
1589	18034.0	17840.0	1.20234816077e-20
1590	18224.0	17839.0	1.1529309765e-89
1591	18159.0	17838.0	1.29599240689e-32
1592	17980.0	17837.0	5.95679155415e-68
1593	18541.0	17836.0	7.54635738875e-137
1594	18306.0	17835.0	2.42555489719e-21
1595	18369.0	17834.0	2.66533979935e-09
1596	18379.0	17833.0	1.72749282995e-77
1597	18100.0	17832.0	1.72156600581e-38
1598	18486.0	17831.0	2.66855537959e-53
1599	18363.0	17830.0	1.68546464831e-276
1600	18160.0	17829.0	1.07584372178e-23
1601	17914.0	17828.0	5.87979742422e-142
1602	18090.0	17827.0	9.5007403558e-11
1603	17973.0	17826.0	2.36719629597e-32
1604	18501.0	17825.0	1.77616296236e-28
1605	18336.0	17824.0	1.32865744016e-51
1606	17952.0	17823.0	2.86391243736e-09
1607	18489.0	17822.0	8.52230217046e-50
1608	18013.0	17821.0	2.62574435423e-28
1609	18375.0	17820.0	4.0290906984e-115
1610	18519.0	17819.0	9.5601041836e-59
1611	18324.0	17818.0	9.16071328451e-66
1612	18701.0	17817.0	1.47073324788e-46
1613	18447.0	17816.0	0.0
1614	18359.0	17815.0	1.69852182413e-27
1615	18378.0	17814.0	5.08354262279e-189
1616	18201.0	17813.0	1.15900926384e-14
1617	18481.0	17812.0	1.14768184785e-174
1618	18490.0	17811.0	1.12993411198e-90
1619	18138.0	17810.0	8.02188494066e-10
1620	18301.0	17809.0	7.60793087658e-189
1621	18063.0	17808.0	3.88669086402e-15
1622	18290.0	17807.0	8.10065352849e-127
1623	18136.0	17806.0	2.31276966529e-68
1624	18614.0	17805.0	4.54085254273e-219
1625	18618.0	17804.0	1.50497495135e-64
1626	18186.0	17803.0	3.40282417143e-44
1627	17834.0	17802.0	9.22899896311e-41
1628	18210.0	17801.0	1.05990695209e-166
1629	18043.0	17800.0	1.76866220604e-52
1630	18480.0	17799.0	3.27709558037e-173
1631	18223.0	17798.0	1.84696293333e-06
1632	17945.0	17797.0	1.76176855632e-11
1633	18187.0	17796.0	9.59029665652e-62
1634	18118.0	17795.0	1.46682217133e-43
1635	18588.0	17794.0	2.22006184168e-92
1636	18472.0	17793.0	5.99647478511e-29
1637	18444.0	17792.0	1.60620951623e-31
1638	17845.0	17791.0	1.00673967452e-80
1639	18011.0	17790.0	3.13029590913e-23
1640	18305.0	17789.0	0.376463748271
1641	18297.0	17788.0	0.00336955148133
1642	18170.0	17787.0	3.34523053343e-07
1643	18047.0	17786.0	6.93530562508e-57
1644	17818.0	17785.0	2.33600481785e-147
1645	17944.0	17784.0	0.0102379822318
1646	18375.0	17783.0	1.87546629968e-31
1647	18562.0	17782.0	2.2165549026e-19
1648	18064.0	17781.0	4.72389333429e-18
1649	18687.0	17780.0	3.53864483824e-53
1650	18677.0	17779.0	1.05230079783e-267
1651	18180.0	17778.0	8.71617456557e-79
1652	17912.0	17777.0	1.71679967427e-39
1653	18333.0	17776.0	5.91732441909e-15
1654	18275.0	17775.0	2.11377510866e-204
1655	18498.0	17774.0	2.93018584501e-156
1656	18453.0	17773.0	1.00830383191e-246
1657	18496.0	17772.0	1.14836045096e-153
1658	18014.0	17771.0	6.52463307105e-43
1659	18435.0	17770.0	1.59760284156e-33
1660	18109.0	17769.0	3.15104542197e-18
1661	18241.0	17768.0	7.01825975093e-78
1662	18329.0	17767.0	1.50278003218e-166
1663	17996.0	17766.0	7.43918473625e-09
1664	18535.0	17765.0	7.0803387995e-104
1665	18074.0	17764.0	1.44462814846e-24
1666	18015.0	17763.0	2.21732874397e-23
1667	18486.0	17762.0	2.02289107471e-72
1668	18272.0	17761.0	6.43403214598e-16
1669	18417.0	17760.0	9.89505433689e-51
1670	18002.0	17759.0	9.05688141884e-43
1671	18326.0	17758.0	8.46544112122e-09
1672	18035.0	17757.0	1.35067675445e-105
1673	18297.0	17756.0	0.0
1674	18197.0	17755.0	3.99747251984e-15
1675	18408.0	17754.0	1.39766429247e-61
1676	18229.0	17753.0	9.04209113192e-11
1677	18424.0	17752.0	1.41275720034e-73
1678	18186.0	17751.0	3.40282417143e-44
1679	17818.0	17750.0	1.27209679692e-13
1680	18103.0	17749.0	5.16326763046e-27
1681	18501.0	17748.0	1.44692969488e-122
1682	18656.0	17747.0	5.88520935548e-68
1683	18056.0	17746.0	2.33690159108e-10
1684	17977.0	17745.0	3.65892237754e-35
1685	18416.0	17744.0	7.0803387995e-104
1686	18503.0	17743.0	9.11088700626e-08
1687	18574.0	17742.0	2.32849823779e-09
1688	18383.0	17741.0	4.54617268721e-22
1689	18281.0	17740.0	9.08467614935e-12
1690	18211.0	17739.0	8.22723698415e-275
1691	18260.0	17738.0	1.40825024306e-143
1692	17984.0	17737.0	4.29803718562e-58
1693	17961.0	17736.0	7.27822442185e-16
1694	18010.0	17735.0	7.03457101549e-05
1695	18055.0	17734.0	4.10464494829e-25
1696	18066.0	17733.0	1.74970113619e-16
1697	18127.0	17732.0	0.000127377395958
1698	17906.0	17731.0	2.33792866068e-11
1699	18629.0	17730.0	2.21335934532e-119
1700	18095.0	17729.0	9.59029665652e-62
1701	18052.0	17728.0	1.04636961877e-17
1702	18393.0	17727.0	2.4174460649e-111
1703	18335.0	17726.0	2.44373234783e-49
1704	18140.0	17725.0	1.10619165001e-09
1705	18414.0	17724.0	1.7335445147e-191
1706	18000.0	17723.0	8.68244183946e-61
1707	18116.0	17722.0	2.65540960043e-68
1708	18429.0	17721.0	6.76774674018e-67
1709	18240.0	17720.0	1.02287448195e-05
1710	18458.0	17719.0	1.48929856005e-30
1711	18362.0	17718.0	2.61403982393e-11
1712	18202.0	17717.0	1.68364778864e-16
1713	17968.0	17716.0	1.72129825077e-62
1714	18439.0	17715.0	1.18900601873e-191
1715	18178.0	17714.0	9.21642946552e-61
1716	18036.0	17713.0	6.91335682318e-11
1717	18374.0	17712.0	4.10464494829e-25
1718	18108.0	17711.0	9.21892423571e-171
1719	18232.0	17710.0	4.87896650034e-24
1720	18171.0	17709.0	6.16724716135e-11
1721	18412.0	17708.0	2.75363359842e-15
1722	18668.0	17707.0	1.19849099342e-88
1723	18114.0	17706.0	1.01695914065e-110
1724	18344.0	17705.0	2.18841778647e-114
1725	18185.0	17704.0	1.91221920817e-98
1726	18243.0	17703.0	1.94142573773e-68
1727	18144.0	17702.0	3.17025079028e-13
1728	18157.0	17701.0	4.52774216164e-21
1729	17761.0	17700.0	1.22870808911e-31
1730	18534.0	17699.0	4.95903724527e-215
1731	18307.0	17698.0	1.57145169836e-93
1732	18117.0	17697.0	1.11838114759e-48
1733	17939.0	17696.0	5.97613549873e-115
1734	18251.0	17695.0	3.20470163534e-98
1735	18206.0	17694.0	8.97007025277e-104
1736	18593.0	17693.0	9.11088700626e-08
1737	17932.0	17692.0	6.03753951178e-15
1738	18009.0	17691.0	3.74919930477e-09
1739	18255.0	17690.0	3.1818730239e-23
1740	18114.0	17689.0	2.87315132329e-32
1741	17855.0	17688.0	1.10557820243e-08
1742	18082.0	17687.0	0.000526236811418
1743	17742.0	17686.0	0.572803347987
1744	18048.0	17685.0	1.22870808911e-31
1745	18177.0	17684.0	1.51330999073e-10
1746	18474.0	17683.0	4.78618903783e-20
1747	18301.0	17682.0	1.3911012413e-13
1748	18094.0	17681.0	2.24911546555e-06
1749	18166.0	17680.0	3.01071457815e-07
1750	18102.0	17679.0	2.27150168643e-18
1751	18367.0	17678.0	2.62589355308e-46
1752	18207.0	17677.0	4.26453543301e-166
1753	17883.0	17676.0	2.94648830114e-88
1754	18578.0	17675.0	1.20293831155e-54
1755	18148.0	17674.0	2.42625332677e-26
1756	18039.0	17673.0	1.2988909416e-36
1757	17997.0	17672.0	3.5388676209e-15
1758	18309.0	17671.0	2.85844288739e-120
1759	18185.0	17670.0	2.50044383171e-33
1760	17990.0	17669.0	4.05221556859e-29
1761	18574.0	17668.0	6.36022893684e-227
1762	18131.0	17667.0	4.71454977037e-43
1763	18248.0	17666.0	5.53168448537e-34
1764	18101.0	17665.0	0.041042779169
1765	17773.0	17664.0	0.000430368495273
1766	18231.0	17663.0	4.11633204427e-07
1767	17935.0	17662.0	4.2622958309e-06
1768	18046.0	17661.0	0.000105425626123
1769	18193.0	17660.0	1.23249089643e-68
1770	17991.0	17659.0	2.30318718748e-132
1771	17889.0	17658.0	1.64146982758e-25
1772	18220.0	17657.0	9.48815990232e-78
1773	18077.0	17656.0	9.54413551211e-29
1774	18238.0	17655.0	1.52482918122e-15
1775	17784.0	17654.0	8.34921549281e-34
1776	17821.0	17653.0	9.74449581001e-21
1777	17876.0	17652.0	1.40263374313e-163
1778	17859.0	17651.0	1.51341510871e-63
1779	18627.0	17650.0	2.16956543556e-149
1780	18343.0	17649.0	2.02682216129e-105
1781	18339.0	17648.0	2.65762862871e-12
1782	18183.0	17647.0	3.47334569029e-43
1783	17947.0	17646.0	2.2920760246e-10
1784	18127.0	17645.0	1.09586458964e-310
1785	17857.0	17644.0	8.66134336498e-69
1786	17995.0	17643.0	3.36390901036e-81
1787	17878.0	17642.0	5.10667767262e-29
1788	17858.0	17641.0	1.32349481389e-08
1789	18079.0	17640.0	3.24450785309e-10
1790	18035.0	17639.0	4.39449903909e-20
1791	18356.0	17638.0	4.3762797354e-47
1792	18267.0	17637.0	1.61848264942e-179
1793	18060.0	17636.0	4.94109865661e-08
1794	18295.0	17635.0	1.01325136827e-123
1795	17998.0	17634.0	1.85154442562e-29
1796	18425.0	17633.0	5.71049134134e-44
1797	18152.0	17632.0	4.36326486579e-173
1798	18712.0	17631.0	4.05656847581e-314
1799	18614.0	17630.0	3.43047802427e-10
1800	18031.0	17629.0	4.20722319189e-15
1801	17746.0	17628.0	0.00213143577319
1802	18588.0	17627.0	6.46363283138e-38
1803	18056.0	17626.0	3.22008975072e-203
1804	17853.0	17625.0	6.22339650725e-81
1805	17870.0	17624.0	9.5007403558e-11
1806	18113.0	17623.0	4.52774216164e-21
1807	17942.0	17622.0	5.05571373819e-21
1808	18209.0	17621.0	2.73618779598e-27
1809	18155.0	17620.0	1.04974487274e-19
1810	18123.0	17619.0	2.35574451228e-38
1811	18267.0	17618.0	2.51947644156e-15
1812	17852.0	17617.0	3.71256420191e-07
1813	17830.0	17616.0	6.93530562508e-57
1814	18999.0	17615.0	3.15920270378e-198
1815	18196.0	17614.0	1.65820854008e-19
1816	18625.0	17613.0	0.0
1817	18005.0	17612.0	6.57587810436e-48
1818	18379.0	17611.0	7.89497606853e-51
1819	18544.0	17610.0	9.65150853111e-19
1820	18671.0	17609.0	3.36496150769e-62
1821	18436.0	17608.0	3.66073330061e-199
1822	18043.0	17607.0	6.549735169e-61
1823	17777.0	17606.0	9.00726528126e-11
1824	18135.0	17605.0	7.53552221184e-42
1825	18080.0	17604.0	6.15710336632e-68
1826	17919.0	17603.0	4.50686841897e-69
1827	17938.0	17602.0	5.74641630525e-32
1828	17972.0	17601.0	3.52942517915e-23
1829	18083.0	17600.0	1.99983413886e-27
1830	18653.0	17599.0	6.3288828435e-80
1831	18190.0	17598.0	1.20539096779e-10
1832	17914.0	17597.0	3.70952872e-22
1833	18246.0	17596.0	0.000102512305143
1834	18771.0	17595.0	6.52540289764e-51
1835	18518.0	17594.0	7.66562884895e-21
1836	18221.0	17593.0	9.11088700626e-08
1837	18152.0	17592.0	1.14046783497e-15
1838	17902.0	17591.0	0.133310459783
1839	17789.0	17590.0	0.000153597417947
1840	17986.0	17589.0	7.55403356487e-09
1841	18433.0	17588.0	9.18513145923e-28
1842	18369.0	17587.0	1.11247090512e-242
1843	18266.0	17586.0	3.82124583688e-49
1844	18075.0	17585.0	3.24542879348e-17
1845	17825.0	17584.0	4.24806331616e-13
1846	18160.0	17583.0	6.45421085375e-76
1847	17923.0	17582.0	2.23912498683e-38
1848	17850.0	17581.0	3.53864483824e-53
1849	18624.0	17580.0	4.35110720601e-17
1850	18083.0	17579.0	6.30432127536e-110
1851	17745.0	17578.0	2.18983850888e-06
1852	18106.0	17577.0	5.70525064776e-08
1853	18155.0	17576.0	2.14413435942e-149
1854	18028.0	17575.0	1.19942518799e-19
1855	17732.0	17574.0	1.05422967719e-65
1856	17871.0	17573.0	2.30022250793e-139
1857	18272.0	17572.0	1.10807687471e-133
1858	18058.0	17571.0	0.119438898114
1859	18286.0	17570.0	2.14719786939e-118
1860	18007.0	17569.0	8.87998385906e-25
1861	18287.0	17568.0	1.36518673683e-24
1862	18178.0	17567.0	4.43238236648e-63
1863	17934.0	17566.0	3.87315839084e-06
1864	18273.0	17565.0	8.17444016863e-45
1865	18121.0	17564.0	5.60283598833e-12
1866	18324.0	17563.0	2.27375255396e-47
1867	17998.0	17562.0	1.73759274215e-110
1868	17860.0	17561.0	9.42755509362e-13
1869	17836.0	17560.0	0.0144793926888
1870	18067.0	17559.0	4.89010789353e-10
1871	17936.0	17558.0	1.20418224439e-20
1872	17774.0	17557.0	2.02170820722e-33
1873	17689.0	17556.0	3.83975928059e-24
1874	18310.0	17555.0	4.17394093736e-193
1875	18672.0	17554.0	9.11088700626e-08
1876	18136.0	17553.0	6.44920885595e-56
1877	18190.0	17552.0	3.33600768924e-205
1878	18321.0	17551.0	4.56619860732e-86
1879	18241.0	17550.0	3.28056825106e-48
1880	17957.0	17549.0	4.35110720601e-17
1881	18087.0	17548.0	4.54617268721e-22
1882	18360.0	17547.0	1.77430256257e-66
1883	18103.0	17546.0	5.58459384225e-126
1884	17812.0	17545.0	1.69855555673e-18
1885	18287.0	17544.0	1.24233591974e-136
1886	18088.0	17543.0	3.96201174589e-112
1887	17730.0	17542.0	4.24253823945e-12
1888	18275.0	17541.0	1.95688942804e-12
1889	17864.0	17540.0	3.98129927749e-17
1890	18270.0	17539.0	4.54967643146e-19
1891	18270.0	17538.0	3.43548463744e-143
1892	18284.0	17537.0	6.56402021856e-86
1893	18033.0	17536.0	7.20914860513e-35
1894	18213.0	17535.0	1.9862354915e-26
1895	17983.0	17534.0	1.69852182413e-27
1896	17759.0	17533.0	5.09625683111e-278
1897	17846.0	17532.0	2.83249099789e-44
1898	19062.0	17531.0	3.13213250288e-39
1899	18123.0	17530.0	5.59549285612e-67
1900	18051.0	17529.0	5.93469137267e-21
1901	18092.0	17528.0	2.10344107909e-13
1902	17687.0	17527.0	5.82460606839e-25
1903	18564.0	17526.0	3.25665812698e-69
1904	18252.0	17525.0	4.01210070629e-155
1905	18334.0	17524.0	1.41038988708e-109
1906	18162.0	17523.0	6.96315140725e-55
1907	18330.0	17522.0	2.50350029356e-52
1908	17926.0	17521.0	6.57695530376e-48
1909	17822.0	17520.0	2.06687533856e-124
1910	18080.0	17519.0	1.08850154451e-53
1911	17530.0	17518.0	1.20234816077e-20
1912	18139.0	17517.0	2.42555489719e-21
1913	17845.0	17516.0	5.96944942815e-43
1914	18416.0	17515.0	1.12639109144e-35
1915	17931.0	17514.0	2.18713660487e-08
1916	17991.0	17513.0	2.19621619788e-25
1917	17966.0	17512.0	7.15938010173e-12
1918	18224.0	17511.0	1.65826524147e-39
1919	18048.0	17510.0	1.05299212724e-78
1920	17987.0	17509.0	7.46176487017e-41
1921	18519.0	17508.0	2.365462311e-52
1922	18528.0	17507.0	2.07991565558e-54
1923	18050.0	17506.0	0.0447867232543
1924	18488.0	17505.0	3.21033203627e-42
1925	17894.0	17504.0	3.74217648739e-19
1926	18382.0	17503.0	4.21950100302e-199
1927	18424.0	17502.0	7.91076174082e-53
1928	17629.0	17501.0	8.81716808696e-31
1929	17871.0	17500.0	7.5124235809e-23
1930	18154.0	17499.0	8.87998385906e-25
1931	17716.0	17498.0	0.111800189282
1932	18347.0	17497.0	6.01019839479e-220
1933	18085.0	17496.0	9.04181881458e-43
1934	17713.0	17495.0	8.09658178639e-99
1935	18295.0	17494.0	1.74053672482e-24
1936	17754.0	17493.0	1.15119871724e-32
1937	17889.0	17492.0	2.10712684764e-130
1938	18849.0	17491.0	5.52264301524e-90
1939	17940.0	17490.0	3.36180054729e-18
1940	18754.0	17489.0	8.19411885157e-146
1941	17649.0	17488.0	4.47755089e-45
1942	18196.0	17487.0	1.72590090275e-138
1943	17641.0	17486.0	5.17661550397e-11
1944	18237.0	17485.0	2.87931101183e-19
1945	17804.0	17484.0	3.84142628882e-17
1946	17793.0	17483.0	2.61285881708e-62
1947	17781.0	17482.0	4.19757255386e-10
1948	17975.0	17481.0	2.59940830246e-19
1949	18298.0	17480.0	4.15286336271e-28
1950	18115.0	17479.0	6.84461329561e-50
1951	17535.0	17478.0	1.69591412453e-17
1952	17783.0	17477.0	2.68221975564e-130
1953	17863.0	17476.0	4.20890821803e-50
1954	17683.0	17475.0	0.127539488847
1955	17671.0	17474.0	0.00559071528531
1956	17897.0	17473.0	8.37677204359e-09
1957	17627.0	17472.0	1.10619165001e-09
1958	18307.0	17471.0	2.79816182875e-35
1959	18258.0	17470.0	1.43625130113e-57
1960	17929.0	17469.0	1.44661514905e-29
1961	17768.0	17468.0	2.47966057478e-23
1962	17946.0	17467.0	3.006152039e-20
1963	17591.0	17466.0	1.26141613965e-32
1964	17971.0	17465.0	2.95789783012e-19
1965	18249.0	17464.0	9.64516795597e-68
1966	17824.0	17463.0	2.31851334215e-49
1967	17715.0	17462.0	1.07875828111e-185
1968	18141.0	17461.0	4.10464494829e-25
1969	18230.0	17460.0	4.68896031778e-66
1970	18264.0	17459.0	6.05020333225e-56
1971	18716.0	17458.0	2.95364722216e-137
1972	18443.0	17457.0	6.17296309565e-179
1973	17523.0	17456.0	1.11793877892e-11
1974	18266.0	17455.0	4.93790952159e-80
1975	17596.0	17454.0	1.27751070283e-07
1976	18042.0	17453.0	9.93332974998e-17
1977	18312.0	17452.0	8.84546823332e-83
1978	17793.0	17451.0	1.31081212626e-55
1979	17992.0	17450.0	1.53496713079e-26
1980	17610.0	17449.0	7.06340116456e-30
1981	18153.0	17448.0	7.00595138257e-45
1982	18021.0	17447.0	3.83712878221e-30
1983	18559.0	17446.0	6.14919811564e-34
1984	18187.0	17445.0	2.41192627301e-34
1985	17989.0	17444.0	3.70327791364e-14
1986	17942.0	17443.0	6.8639102928e-139
1987	18102.0	17442.0	2.8040436113e-159
1988	17977.0	17441.0	2.1594801199e-102
1989	17841.0	17440.0	1.4448455335e-50
1990	17904.0	17439.0	1.55022914722e-40
1991	18005.0	17438.0	3.70010020558e-77
1992	18146.0	17437.0	2.0873456488e-57
1993	18038.0	17436.0	4.73461531625e-73
1994	18158.0	17435.0	3.1822195807e-182
1995	18412.0	17434.0	1.68077119528e-163
1996	17779.0	17433.0	2.38968611698e-35
1997	18119.0	17432.0	5.44709492486e-17
1998	17980.0	17431.0	1.24687703404e-46
1999	18108.0	17430.0	4.29036549098e-17
2000	18166.0	17429.0	2.52862433283e-281
2001	17963.0	17428.0	3.89141840175e-11
2002	17921.0	17427.0	4.19599171284e-72
2003	17999.0	17426.0	5.58191494243e-75
2004	18751.0	17425.0	0.0
2005	17585.0	17424.0	1.44990328342e-16
2006	17778.0	17423.0	8.73858600207e-13
2007	17559.0	17422.0	8.87193873264e-40
2008	18372.0	17421.0	1.02819864069e-167
2009	18050.0	17420.0	0.0
2010	18104.0	17419.0	8.81733712881e-80
2011	18428.0	17418.0	5.90915760848e-59
2012	17571.0	17417.0	4.42419010835e-20
2013	17987.0	17416.0	1.02430226819e-77
2014	17710.0	17415.0	4.19329320731e-23
2015	18404.0	17414.0	1.9686339633e-140
2016	17863.0	17413.0	1.23797214967e-57
2017	17834.0	17412.0	6.14979004456e-91
2018	17673.0	17411.0	1.76620662582e-08
2019	17686.0	17410.0	1.52108202801e-48
2020	17735.0	17409.0	5.5962469993e-58
2021	18000.0	17408.0	2.84093887929e-63
2022	17802.0	17407.0	1.14146060066e-37
2023	17682.0	17406.0	1.89631690689e-40
2024	18183.0	17405.0	4.13132702258e-40
2025	18104.0	17404.0	1.37063534528e-40
2026	17794.0	17403.0	4.10464494829e-25
2027	17938.0	17402.0	3.43258517316e-79
2028	17901.0	17401.0	0.000330168855029
2029	18247.0	17400.0	4.8613879197e-71
2030	18652.0	17399.0	8.09818464029e-37
2031	17619.0	17398.0	5.17661550397e-11
2032	17636.0	17397.0	8.93626729028e-08
2033	17967.0	17396.0	1.24030337302e-19
2034	18014.0	17395.0	1.44034830441e-49
2035	17475.0	17394.0	0.0220320688011
2036	17822.0	17393.0	2.61760682354e-27
2037	17816.0	17392.0	2.43158497812e-13
2038	17759.0	17391.0	4.01957553137e-06
2039	18247.0	17390.0	3.66395143023e-45
2040	18223.0	17389.0	5.47925847759e-247
2041	17774.0	17388.0	2.72370092786e-109
2042	17575.0	17387.0	3.63260984271e-34
2043	17698.0	17386.0	1.80841357203e-10
2044	17489.0	17385.0	2.42555489719e-21
2045	17700.0	17384.0	2.2165549026e-19
2046	17801.0	17383.0	3.32027134755e-19
2047	18491.0	17382.0	3.26931537559e-19
2048	17485.0	17381.0	1.12349929701e-14
2049	17847.0	17380.0	9.72263627726e-11
2050	17658.0	17379.0	7.29818397116e-27
2051	17869.0	17378.0	3.76993559335e-104
2052	17738.0	17377.0	1.95710796054e-51
2053	17978.0	17376.0	2.41192627301e-34
2054	17654.0	17375.0	3.45849862682e-10
2055	17568.0	17374.0	9.4543187221e-26
2056	17668.0	17373.0	7.75312742962e-13
2057	18253.0	17372.0	3.60496453767e-251
2058	18064.0	17371.0	3.44296244438e-134
2059	18024.0	17370.0	4.23640725037e-24
2060	17762.0	17369.0	0.021041013821
2061	18010.0	17368.0	6.33732285024e-226
2062	18118.0	17367.0	1.63447410357e-88
2063	17458.0	17366.0	1.69676849004e-21
2064	18097.0	17365.0	0.00464065097385
2065	18455.0	17364.0	2.93832018447e-135
2066	18248.0	17363.0	3.00234355682e-109
2067	18227.0	17362.0	4.87312886424e-06
2068	17740.0	17361.0	1.28190480606e-11
2069	18391.0	17360.0	2.96464571009e-170
2070	18017.0	17359.0	8.06337249131e-10
2071	17880.0	17358.0	1.28825439685e-14
2072	17904.0	17357.0	1.76285123186e-79
2073	17563.0	17356.0	2.76403500237e-65
2074	18165.0	17355.0	2.42555489719e-21
2075	18351.0	17354.0	6.00703753323e-239
2076	18002.0	17353.0	1.57882008688e-83
2077	17900.0	17352.0	4.09402995772e-41
2078	17766.0	17351.0	2.57412733438e-21
2079	17988.0	17350.0	1.74843397605e-32
2080	17916.0	17349.0	5.96700187443e-115
2081	17875.0	17348.0	8.00759789791e-55
2082	18031.0	17347.0	2.83796587018e-191
2083	18214.0	17346.0	2.2347261858e-44
2084	18214.0	17345.0	1.7930865303e-86
2085	18164.0	17344.0	2.16517602213e-52
2086	17801.0	17343.0	1.19074625931e-148
2087	17714.0	17342.0	3.0608037589e-60
2088	17892.0	17341.0	2.85066597111e-05
2089	17877.0	17340.0	2.44641980191e-06
2090	17540.0	17339.0	7.36543931982e-66
2091	17890.0	17338.0	6.21542567173e-112
2092	17912.0	17337.0	5.22862804193e-73
2093	17825.0	17336.0	7.31281393558e-203
2094	17857.0	17335.0	4.19842397944e-55
2095	17824.0	17334.0	1.30622378934e-41
2096	18143.0	17333.0	1.53551771914e-14
2097	17726.0	17332.0	4.84139456189e-18
2098	17797.0	17331.0	1.79606604205e-103
2099	18477.0	17330.0	4.188428428e-05
2100	17896.0	17329.0	1.22001809537e-61
2101	17718.0	17328.0	0.0532459527882
2102	17797.0	17327.0	5.58077174258e-35
2103	17631.0	17326.0	6.67183043105e-29
2104	17760.0	17325.0	1.44462814846e-24
2105	17856.0	17324.0	3.85948370485e-26
2106	17826.0	17323.0	8.59217532109e-47
2107	17640.0	17322.0	4.41331925104e-11
2108	17599.0	17321.0	3.0699644355e-15
