Is this a test run?  False
Is this a full build?  True
5198 metadata files located
No previous metadata detected. Downloading metadata
Downloading began at  Fri May  6 13:35:37 2016
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/189/OMI-Aura_L2-OMMYDCLD_2013m0708t1621-o47771_v003-2015m0223t131831.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0708t1621-o47771_v003-2015m0223t131831.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/004/OMI-Aura_L2-OMMYDCLD_2010m0104t1705-o29117_v003-2015m0127t101842.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2010m0104t1705-o29117_v003-2015m0127t101842.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2009/082/OMI-Aura_L2-OMMYDCLD_2009m0323t1620-o24937_v003-2015m0119t024230.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m0323t1620-o24937_v003-2015m0119t024230.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/287/OMI-Aura_L2-OMMYDCLD_2013m1014t1917-o49200_v003-2015m0227t084110.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m1014t1917-o49200_v003-2015m0227t084110.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/059/OMI-Aura_L2-OMMYDCLD_2008m0228t1736-o19273_v003-2015m0111t130405.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2008m0228t1736-o19273_v003-2015m0111t130405.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/192/OMI-Aura_L2-OMMYDCLD_2009m0711t1637-o26539_v003-2015m0122t132214.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2009m0711t1637-o26539_v003-2015m0122t132214.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/063/OMI-Aura_L2-OMMYDCLD_2008m0303t1711-o19331_v003-2015m0111t143717.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2008m0303t1711-o19331_v003-2015m0111t143717.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/069/OMI-Aura_L2-OMMYDCLD_2010m0310t1615-o30063_v003-2015m0128t174944.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0310t1615-o30063_v003-2015m0128t174944.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/037/OMI-Aura_L2-OMMYDCLD_2006m0206t1734-o08322_v003-2014m1220t143938.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2006m0206t1734-o08322_v003-2014m1220t143938.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/242/OMI-Aura_L2-OMMYDCLD_2008m0829t1745-o21938_v003-2015m0115t070817.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2008m0829t1745-o21938_v003-2015m0115t070817.he5.xml" [1]
2016-05-06 13:35:52 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/254/OMI-Aura_L2-OMMYDCLD_2013m0911t0030-o48708_v003-2015m0224t112122.he5.xml [2530] -> "OMI-Aura_L2-OMMYDCLD_2013m0911t0030-o48708_v003-2015m0224t112122.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/055/OMI-Aura_L2-OMMYDCLD_2006m0224t1724-o08584_v003-2014m1221t102749.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m0224t1724-o08584_v003-2014m1221t102749.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/116/OMI-Aura_L2-OMMYDCLD_2012m0425t1613-o41378_v003-2015m0214t153519.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0425t1613-o41378_v003-2015m0214t153519.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/083/OMI-Aura_L2-OMMYDCLD_2013m0324t1856-o46229_v003-2015m0221t041231.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0324t1856-o46229_v003-2015m0221t041231.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/310/OMI-Aura_L2-OMMYDCLD_2007m1106t1749-o17613_v003-2015m0109t105351.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2007m1106t1749-o17613_v003-2015m0109t105351.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/055/OMI-Aura_L2-OMMYDCLD_2010m0224t1601-o29859_v003-2015m0128t021633.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2010m0224t1601-o29859_v003-2015m0128t021633.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/190/OMI-Aura_L2-OMMYDCLD_2012m0708t1652-o42456_v003-2015m0216t170703.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0708t1652-o42456_v003-2015m0216t170703.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/079/OMI-Aura_L2-OMMYDCLD_2013m0320t0748-o46164_v003-2015m0221t023444.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2013m0320t0748-o46164_v003-2015m0221t023444.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/349/OMI-Aura_L2-OMMYDCLD_2013m1215t1607-o50101_v003-2015m0228t114801.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m1215t1607-o50101_v003-2015m0228t114801.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/343/OMI-Aura_L2-OMMYDCLD_2005m1209t1611-o07462_v003-2014m1219t064158.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m1209t1611-o07462_v003-2014m1219t064158.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/094/OMI-Aura_L2-OMMYDCLD_2010m0404t1611-o30427_v003-2015m0129t003000.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0404t1611-o30427_v003-2015m0129t003000.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/338/OMI-Aura_L2-OMMYDCLD_2005m1204t1553-o07389_v003-2014m1219t050703.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2005m1204t1553-o07389_v003-2014m1219t050703.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/157/OMI-Aura_L2-OMMYDCLD_2005m0606t1726-o04754_v003-2014m1216t124207.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m0606t1726-o04754_v003-2014m1216t124207.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/157/OMI-Aura_L2-OMMYDCLD_2006m0606t1658-o10069_v003-2014m1223t212801.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m0606t1658-o10069_v003-2014m1223t212801.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/001/OMI-Aura_L2-OMMYDCLD_2005m0101t1649-o02482_v003-2014m1212t050807.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2005m0101t1649-o02482_v003-2014m1212t050807.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/035/OMI-Aura_L2-OMMYDCLD_2006m0204t1608-o08292_v003-2014m1220t132052.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m0204t1608-o08292_v003-2014m1220t132052.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/263/OMI-Aura_L2-OMMYDCLD_2013m0920t1652-o48849_v003-2015m0224t145248.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0920t1652-o48849_v003-2015m0224t145248.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/126/OMI-Aura_L2-OMMYDCLD_2010m0506t1753-o30894_v003-2015m0129t174933.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2010m0506t1753-o30894_v003-2015m0129t174933.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/246/OMI-Aura_L2-OMMYDCLD_2009m0903t1555-o27325_v003-2015m0123t185811.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m0903t1555-o27325_v003-2015m0123t185811.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/203/OMI-Aura_L2-OMMYDCLD_2006m0722t1710-o10739_v003-2014m1225t062829.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2006m0722t1710-o10739_v003-2014m1225t062829.he5.xml" [1]
2016-05-06 13:35:53 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/234/OMI-Aura_L2-OMMYDCLD_2006m0822t1626-o11190_v003-2014m1226t181258.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m0822t1626-o11190_v003-2014m1226t181258.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/200/OMI-Aura_L2-OMMYDCLD_2011m0719t1620-o37286_v003-2015m0208t153811.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0719t1620-o37286_v003-2015m0208t153811.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/315/OMI-Aura_L2-OMMYDCLD_2010m1111t1711-o33646_v003-2015m0203t011040.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2010m1111t1711-o33646_v003-2015m0203t011040.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/129/OMI-Aura_L2-OMMYDCLD_2012m0508t1722-o41568_v003-2015m0215t095129.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2012m0508t1722-o41568_v003-2015m0215t095129.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/082/OMI-Aura_L2-OMMYDCLD_2012m0322t1800-o40884_v003-2015m0214t050009.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0322t1800-o40884_v003-2015m0214t050009.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/313/OMI-Aura_L2-OMMYDCLD_2012m1108t1621-o44247_v003-2015m0218t133836.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2012m1108t1621-o44247_v003-2015m0218t133836.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/203/OMI-Aura_L2-OMMYDCLD_2011m0722t1650-o37330_v003-2015m0208t165005.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0722t1650-o37330_v003-2015m0208t165005.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/263/OMI-Aura_L2-OMMYDCLD_2010m0920t1741-o32889_v003-2015m0201t163004.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0920t1741-o32889_v003-2015m0201t163004.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/166/OMI-Aura_L2-OMMYDCLD_2009m0615t1740-o26161_v003-2015m0121t204920.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2009m0615t1740-o26161_v003-2015m0121t204920.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/033/OMI-Aura_L2-OMMYDCLD_2011m0202t1603-o34854_v003-2015m0205t001915.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0202t1603-o34854_v003-2015m0205t001915.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/310/OMI-Aura_L2-OMMYDCLD_2013m1106t1742-o49534_v003-2015m0227t132010.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m1106t1742-o49534_v003-2015m0227t132010.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/164/OMI-Aura_L2-OMMYDCLD_2011m0613t1646-o36762_v003-2015m0207t141810.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0613t1646-o36762_v003-2015m0207t141810.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/328/OMI-Aura_L2-OMMYDCLD_2005m1124t1655-o07244_v003-2014m1219t015416.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2005m1124t1655-o07244_v003-2014m1219t015416.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/292/OMI-Aura_L2-OMMYDCLD_2012m1018t2102-o43944_v003-2015m0218t043754.he5.xml [2529] -> "OMI-Aura_L2-OMMYDCLD_2012m1018t2102-o43944_v003-2015m0218t043754.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/149/OMI-Aura_L2-OMMYDCLD_2008m0528t1639-o20583_v003-2015m0113t125158.he5.xml [2524] -> "OMI-Aura_L2-OMMYDCLD_2008m0528t1639-o20583_v003-2015m0113t125158.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/253/OMI-Aura_L2-OMMYDCLD_2005m0910t1721-o06152_v003-2014m1217t215222.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2005m0910t1721-o06152_v003-2014m1217t215222.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/335/OMI-Aura_L2-OMMYDCLD_2010m1201t1645-o33937_v003-2015m0203t072332.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m1201t1645-o33937_v003-2015m0203t072332.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/220/OMI-Aura_L2-OMMYDCLD_2006m0808t1753-o10987_v003-2014m1225t141041.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m0808t1753-o10987_v003-2014m1225t141041.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/059/OMI-Aura_L2-OMMYDCLD_2011m0228t1643-o35233_v003-2015m0205t152252.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0228t1643-o35233_v003-2015m0205t152252.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/174/OMI-Aura_L2-OMMYDCLD_2010m0623t1616-o31592_v003-2015m0130t120317.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0623t1616-o31592_v003-2015m0130t120317.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/176/OMI-Aura_L2-OMMYDCLD_2005m0625t1757-o05031_v003-2014m1216t181745.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2005m0625t1757-o05031_v003-2014m1216t181745.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2004/304/OMI-Aura_L2-OMMYDCLD_2004m1030t1735-o01565_v003-2014m1211t075137.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2004m1030t1735-o01565_v003-2014m1211t075137.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/062/OMI-Aura_L2-OMMYDCLD_2007m0303t1704-o14001_v003-2015m0102t065729.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2007m0303t1704-o14001_v003-2015m0102t065729.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/258/OMI-Aura_L2-OMMYDCLD_2008m0914t1605-o22170_v003-2015m0115t143526.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2008m0914t1605-o22170_v003-2015m0115t143526.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/152/OMI-Aura_L2-OMMYDCLD_2007m0601t1749-o15312_v003-2015m0104t142217.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2007m0601t1749-o15312_v003-2015m0104t142217.he5.xml" [1]
2016-05-06 13:35:54 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/274/OMI-Aura_L2-OMMYDCLD_2009m1001t1616-o27733_v003-2015m0124t134048.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2009m1001t1616-o27733_v003-2015m0124t134048.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/200/OMI-Aura_L2-OMMYDCLD_2007m0719t1748-o16011_v003-2015m0106t070151.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2007m0719t1748-o16011_v003-2015m0106t070151.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/235/OMI-Aura_L2-OMMYDCLD_2011m0823t1648-o37796_v003-2015m0209t145727.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2011m0823t1648-o37796_v003-2015m0209t145727.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/200/OMI-Aura_L2-OMMYDCLD_2013m0719t1741-o47932_v003-2015m0223t165931.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0719t1741-o47932_v003-2015m0223t165931.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/157/OMI-Aura_L2-OMMYDCLD_2009m0606t1746-o26030_v003-2015m0121t071653.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2009m0606t1746-o26030_v003-2015m0121t071653.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/168/OMI-Aura_L2-OMMYDCLD_2009m0617t1727-o26190_v003-2015m0121t214914.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m0617t1727-o26190_v003-2015m0121t214914.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/045/OMI-Aura_L2-OMMYDCLD_2006m0214t1646-o08438_v003-2014m1220t170827.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m0214t1646-o08438_v003-2014m1220t170827.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/170/OMI-Aura_L2-OMMYDCLD_2007m0619t1558-o15573_v003-2015m0105t103503.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2007m0619t1558-o15573_v003-2015m0105t103503.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/104/OMI-Aura_L2-OMMYDCLD_2011m0414t1617-o35888_v003-2015m0206t164419.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0414t1617-o35888_v003-2015m0206t164419.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/281/OMI-Aura_L2-OMMYDCLD_2008m1007t1609-o22505_v003-2015m0116t081137.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2008m1007t1609-o22505_v003-2015m0116t081137.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/189/OMI-Aura_L2-OMMYDCLD_2013m0708t1800-o47772_v003-2015m0223t125628.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0708t1800-o47772_v003-2015m0223t125628.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/251/OMI-Aura_L2-OMMYDCLD_2005m0908t1555-o06122_v003-2014m1217t212705.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m0908t1555-o06122_v003-2014m1217t212705.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/039/OMI-Aura_L2-OMMYDCLD_2005m0208t1614-o03035_v003-2014m1213t014131.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m0208t1614-o03035_v003-2014m1213t014131.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/003/OMI-Aura_L2-OMMYDCLD_2010m0103t1622-o29102_v003-2015m0127t094042.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0103t1622-o29102_v003-2015m0127t094042.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/298/OMI-Aura_L2-OMMYDCLD_2006m1025t1757-o12123_v003-2014m1230t090824.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m1025t1757-o12123_v003-2014m1230t090824.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/001/OMI-Aura_L2-OMMYDCLD_2013m0101t1542-o45033_v003-2015m0219t122502.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0101t1542-o45033_v003-2015m0219t122502.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/173/OMI-Aura_L2-OMMYDCLD_2009m0622t1746-o26263_v003-2015m0122t002326.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m0622t1746-o26263_v003-2015m0122t002326.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/224/OMI-Aura_L2-OMMYDCLD_2009m0812t1634-o27005_v003-2015m0123t080422.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m0812t1634-o27005_v003-2015m0123t080422.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/200/OMI-Aura_L2-OMMYDCLD_2007m0719t1610-o16010_v003-2015m0106t072548.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2007m0719t1610-o16010_v003-2015m0106t072548.he5.xml" [1]
2016-05-06 13:35:55 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/016/OMI-Aura_L2-OMMYDCLD_2010m0116t1730-o29292_v003-2015m0127t151143.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2010m0116t1730-o29292_v003-2015m0127t151143.he5.xml" [1]
