,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2012-01-02,0.0304104793527,0.0360728620489,0.0360834609413,0.0360644223681,0.0360135279107,0.0359453065991,0.0359434066862,0.0359406229618,0.035936405266,0.0359408108935,0.03595660881,0.0359879060425,0.0360004730206,0.035999532584,0.0359672674544,0.035982918548,0.0359949718004,0.0359869065708,0.0360190261344,0.0360875281394,0.0364209932722,0.0367140458982,0.0376212573327
2012-01-03,0.015664414606,0.0364570276722,0.0366463005533,0.0366291839083,0.0365374461512,0.0364044664024,0.0364067415994,0.0364049794113,0.0363988237756,0.0364096342682,0.0364436731108,0.0365093364199,0.0365361538183,0.0365342260174,0.0364676388692,0.0365001174188,0.0365251416679,0.0365087709585,0.036575902097,0.0367420499944,0.0374385648688,0.038122092153,0.0399677031126
2012-01-04,0.0156207561701,0.0303158199341,0.037203464232,0.0371995448403,0.0370634542262,0.0368654264883,0.0368706728794,0.0368697785494,0.0368619108377,0.0368791925555,0.0369325964869,0.0370328915908,0.037075070312,0.0370710312115,0.0369710451214,0.0370198298192,0.0370576285006,0.0370341933074,0.0371389739759,0.0374613169129,0.038531353553,0.0397207811198,0.0423118408939
2012-01-05,0.0143212234028,0.0173155767862,0.0372950198792,0.0377722420139,0.0375910162726,0.0373259194038,0.0373343261768,0.0373344697095,0.0373248871922,0.0373489265406,0.0374223062192,0.0375587393277,0.0376168184293,0.0376110120919,0.0374754720708,0.0375415976369,0.0375931301285,0.0375614423133,0.0377073432498,0.0382466885058,0.0397275836401,0.0414594164204,0.0446851324444
2012-01-06,0.0140084388221,0.0175562718435,0.0377029337662,0.038346780125,0.0381200966399,0.0377852310658,0.0377973207829,0.0377986810383,0.0377873414052,0.037818439597,0.037912442581,0.038086555866,0.0381611003143,0.0381536161626,0.0379808319523,0.0380651163445,0.0381309951101,0.038090581024,0.0382793990154,0.039018594382,0.0409481747249,0.0432274401484,0.0474619202935
2012-01-07,0.014379314233,0.0143804833644,0.0333476074858,0.0389240210901,0.0386504663754,0.0382437220586,0.0382594725989,0.0382621164998,0.0382490532833,0.0382874408824,0.0384028551385,0.0386158597706,0.0387076126068,0.0386982438031,0.0384871211979,0.0385900685805,0.0386707717931,0.0386214289563,0.03885254547,0.0396921940657,0.0421147044777,0.0449464015889,0.051088361324
2012-01-08,0.0148753065676,0.0148755164204,0.033934964181,0.0395045933376,0.039183215083,0.0386994658395,0.0387205280275,0.0387246657061,0.0387094934095,0.0387555486567,0.0388926754106,0.0391470402466,0.0392561561484,0.0392457462954,0.0389928425415,0.0391161725086,0.0392127447334,0.039153096072,0.0394277149559,0.04039282334,0.0433429462756,0.0468063861511,0.0550814068228
2012-01-09,0.014700032593,0.0147004903874,0.0327675316661,0.040072935209,0.0397159336742,0.0391536674745,0.0391795191761,0.0391851256401,0.0391679350966,0.0392218310499,0.0393815869892,0.0396782713021,0.0398056514047,0.0397937328505,0.039498441196,0.0396424017253,0.0397552044512,0.0396853875885,0.0400067324378,0.0411633021782,0.0446676191401,0.0489121346603,0.0591838578266
2012-01-10,0.0138319124544,0.0154552780946,0.0333740403884,0.0406359434061,0.0402472586056,0.0396049898945,0.03963521648,0.0396423130859,0.0396232101999,0.0396851423677,0.0398684335163,0.0402084555435,0.0403549914013,0.0403411575331,0.0400027378016,0.0401676470337,0.0402970929308,0.0402171378245,0.0405881561227,0.0419704931709,0.0460669205382,0.0512033727079,0.0636181667495
2012-01-11,0.0133796690553,0.0138400692792,0.0250663203912,0.0411781897481,0.0407762421641,0.0400539930348,0.0400875883994,0.0400961190639,0.0400753482777,0.0401454520698,0.0403533617595,0.0407372820768,0.040904102633,0.0408875374985,0.0405061301341,0.0406918465202,0.0408381410745,0.0407484586412,0.0411686111231,0.0426751811979,0.0474205837863,0.0534186061492,0.0695600942305
