,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2012-01-15,17.3898380189,17.389757658,17.3897177043,17.3918654846,29.1202050943,30.0740419971,30.0725517265,30.071125059,30.0718014463,30.0656520982,30.0477206127,30.0176931499,30.0035370305,30.0059240104,30.0339193935,30.0203265915,30.0091536229,30.0149015996,29.9791006836,29.8409758812,29.5296753797,29.1814957505,28.6552549085
2012-01-16,17.1055819813,17.1056117665,17.1084382077,17.1330747542,29.5586631915,30.2156066691,30.2146120372,30.2131433561,30.2137556927,30.2070996049,30.1876073093,30.1554597293,30.1399864026,30.1428009017,30.1724119406,30.1581004211,30.1461547043,30.1519710327,30.111346928,29.9446178222,29.6088794756,29.2293560399,28.7139950621
2012-01-17,17.3790904555,16.3861811044,16.3861680699,17.2786951932,29.6155058745,30.3510946713,30.3521748955,30.3506830661,30.3511924076,30.3440107142,30.3229245849,30.2887376084,30.271897466,30.2752366681,30.3061568348,30.2913111474,30.2787051697,30.2843082959,30.2401903022,30.0657646662,29.7014841603,29.2885958036,28.6958247536
2012-01-18,16.6439807747,16.8543486951,17.0545245135,18.1905058664,29.6027371848,30.4793213262,30.4852937288,30.4838008658,30.4842294602,30.4764940581,30.4537958844,30.4175126892,30.3993308905,30.4032809267,30.4352307061,30.4200221434,30.4069599872,30.4117621532,30.3635859515,30.181563178,29.7894820293,29.3414020551,28.6587248413
2012-01-19,16.6175616744,16.6175032474,16.6189030969,19.0257284894,29.6421797307,30.6028015101,30.6140197804,30.6125887461,30.6129329785,30.6046279685,30.580313552,30.5418929319,30.5223664716,30.5268564281,30.5599693378,30.5443457654,30.5307286715,30.534874809,30.4823343535,30.2886456844,29.8681669868,29.3807801693,28.6126445964
2012-01-20,16.4083597547,16.4085168502,16.4426056506,19.6000687165,29.8331072651,30.7266837071,30.7384843275,30.7371168965,30.7374207155,30.728546325,30.7026385227,30.661869322,30.6410093135,30.6458210856,30.6808140659,30.6643688514,30.6498797218,30.6541347294,30.5966079276,30.3796269584,29.9290000554,29.3965278414,28.5854003473
2012-01-21,16.113832798,16.1294018256,16.1817860558,20.1744494339,29.9973300822,30.8455632123,30.8587259711,30.8575009337,30.8577142911,30.8482526075,30.8207207025,30.7777091886,30.7554572136,30.760647507,30.7972886313,30.7801694135,30.7648451504,30.7690943333,30.7077593519,30.4817048993,29.997793549,29.4203171682,28.4842259463
2012-01-22,16.120101272,15.2821587168,15.2934601689,20.7805428274,30.149238545,30.9605007771,30.97489101,30.9737993841,30.9739628018,30.9639079422,30.9347434553,30.8893369982,30.8657030144,30.8712232268,30.9097546943,30.8918218314,30.8756050073,30.8799824816,30.8151374924,30.5798509158,30.0608184449,29.4352578065,28.3450363604
2012-01-23,16.4340637959,15.0237610118,15.1047489971,21.4504043882,30.2031952032,31.068524394,31.0869877185,31.0861241064,31.086186313,31.0755036206,31.044646561,30.9970265182,30.9719801147,30.9780545119,31.0176604129,30.9994010808,30.9826369635,30.9861206166,30.9167529753,30.6721953007,30.1194425716,29.4415650648,28.1646002639
2012-01-24,15.469207904,15.4690574263,14.8545501935,22.1259477217,30.2535158541,31.1720554703,31.1951212945,31.1945494203,31.1944925667,31.1831571754,31.1505854724,31.1007911028,31.0743266973,31.0809855333,31.121441249,31.1030090874,31.0857625663,31.0880441933,31.0137772004,30.759578475,30.1726817624,29.437469102,27.9327637873
2012-01-25,15.398558328,15.083519105,14.9144688606,22.8464837313,30.3315753789,31.2725581691,31.2994244607,31.2991542509,31.2989830723,31.2869790656,31.2526830785,31.2006678885,31.1727856509,31.1799842901,31.2213616176,31.2027328156,31.1849517419,31.1860575058,31.106829832,30.8425429317,30.2200258368,29.4218178783,27.6368576874
2012-01-26,14.9302089631,14.930103359,14.9312941123,19.1470945647,30.5199600143,31.3768825019,31.4002662577,31.3999937432,31.3998641948,31.3872390838,31.3512386509,31.2964229346,31.2671369491,31.2745745677,31.3184060613,31.2986535407,31.2798346911,31.2812671244,31.1983789733,30.9239095389,30.2596993664,29.3938173111,27.2525207061
2012-01-27,14.8467237467,14.8466166769,14.8472368269,19.3570307667,30.7188456398,31.4785142831,31.4975076241,31.4971840722,31.4971009983,31.4838472578,31.4461143219,31.3884448277,31.3577304413,31.3654128786,31.4117504154,31.3908485206,31.370973539,31.3727117865,31.2853460482,30.9939832232,30.2856247384,29.327863028,26.821779107
2012-01-28,14.5727423436,14.5726282605,14.5730437685,19.4642935016,30.9083425522,31.57647227,31.5911905089,31.5908114204,31.5907540937,31.5768586052,31.5373627723,31.4768608168,31.444678036,31.4526310357,31.5013950868,31.4793999446,31.4584736656,31.4604436457,31.3681722803,31.0568687149,30.3011410392,29.2331944056,26.3342596057
2012-01-29,14.2019138177,14.2018399417,14.2017878009,14.2027526304,27.7047797514,31.618386532,31.6813351825,31.680959708,31.6808816375,31.666324254,31.6250322628,31.561799041,31.5280928169,31.5363625269,31.5873346477,31.5643882752,31.5424392305,31.544488757,31.4466126588,31.1111656289,30.3036986042,29.101545314,25.812298987
2012-01-30,14.0230085393,14.0229003462,14.0228783681,14.0231617575,16.2893436236,31.4914942255,31.7680601603,31.7677135124,31.7675500871,31.7523067858,31.7091851619,31.6433549588,31.608070098,31.616716412,31.6695905328,31.6458887206,31.6229691324,31.6248620421,31.5202259088,31.1541761169,30.2880866313,28.920974457,25.3001690852
2012-01-31,13.9814838348,13.9813741014,13.9813503782,13.9815697652,16.5705878613,31.3249930636,31.8490041889,31.8511048704,31.8509783292,31.83507235,31.7901066799,31.7212464204,31.6844168501,31.6933377027,31.748863352,31.7239524957,31.6999040463,31.702133697,31.5933280286,31.2147825395,30.2956112308,28.8204223041,24.5339797613
2012-02-01,13.9900408713,13.9899298571,13.9899060203,13.9904239761,14.0220370627,25.5799969779,31.9293196526,31.9312462869,31.9310988633,31.9145076924,31.8676605051,31.7958962527,31.75746001,31.7667145852,31.824614684,31.7986721717,31.7735378303,31.775923752,31.6627232676,31.2713013418,30.2958121473,28.696973701,23.596989062
2012-02-02,13.9725736761,13.9724550842,13.9724404627,13.9727189432,13.9731492521,25.916377758,32.0072037903,32.0081904415,32.0080439054,31.9907628351,31.9420069708,31.867221847,31.8271587296,31.8367356449,31.8971749552,31.8701078166,31.8438442874,31.8464524851,31.7287759216,31.3240782156,30.2887893387,28.5510323766,22.4701241423
2012-02-03,14.1401381179,14.1400183411,14.140003525,14.1401003673,14.1403553097,26.2636694606,32.0829658551,32.0820020116,32.0818970444,32.0639246405,32.0132345443,31.9352558152,31.8935546756,31.9034269503,31.9666694744,31.9383248399,31.9108693207,31.9137949552,31.7907707768,31.3647039107,30.2601212336,28.3200808577,21.2856972368
2012-02-04,14.2566373953,14.2565178744,14.2565031287,14.2566781766,14.2570131284,26.5983599131,32.1555746927,32.1527682398,32.1526631251,32.1339795508,32.0813157192,32.0002211823,31.9568243243,31.9670420873,32.0328922387,32.0033971096,31.9747775892,31.9778625181,31.8486968588,31.3957333838,30.2123524844,28.0153839856,20.1187374868
2012-02-05,14.1932346898,14.1931149305,14.1931002067,14.1933406642,14.1937420754,26.9238832274,32.2251869084,32.2205525072,32.2204170492,32.2010045295,32.1463296636,32.0621590305,32.017014782,32.0276162335,32.095946582,32.0653867379,32.0356173979,32.0387445799,31.9027623821,31.4183714818,30.1456461996,27.6482496106,19.0117106075
2012-02-06,14.1887212441,14.1886498387,14.1887071242,14.1917092096,14.2105514839,27.2468288119,32.2921270798,32.2854018288,32.2852879082,32.2651489135,32.208439494,32.1209667024,32.0740679975,32.0850083457,32.1561836573,32.1243474406,32.0933402672,32.0967169887,31.9545698839,31.4436684762,30.0819324664,27.3075830755,17.8171349751
2012-02-07,14.1674507431,14.1673374869,14.1673800182,14.1695127565,14.2037958424,27.5524951714,32.3561313768,32.3474053497,32.3472392264,32.3263445589,32.2675530462,32.17695593,32.1282241267,32.1395876212,32.2132201197,32.1803508612,32.1481738173,32.1515064396,32.0017295757,31.4536788644,29.9825120205,26.848358749,16.7646259857
2012-02-08,14.2279761085,14.2278549484,14.2278403151,14.2283343501,14.2289929346,27.8356885864,32.4173472726,32.4066272346,32.4063138945,32.3846252254,32.3237069456,32.2302289507,32.1795787854,32.1914622253,32.2670374376,32.2334567744,32.2002048236,32.2031020775,32.0436507257,31.4448886048,29.8362668605,26.2712871531,15.9474264647
2012-02-09,14.3391831604,14.33912649,14.3390527416,14.3389696638,14.1755358597,28.1302034824,32.4761392906,32.4630828306,32.4627443418,32.4402816106,32.3772231463,32.2804050975,32.2278637989,32.2401516977,32.3184639983,32.2837021936,32.2491949889,32.2521520197,32.0849668962,31.4495421514,29.7211037502,25.8122047142,14.9583588573
2012-02-10,14.3614473167,14.3613648342,14.361313558,14.3648818888,14.3958439694,28.4151828248,32.5323458199,32.5168466534,32.5165302711,32.4932961615,32.4280669136,32.3276865474,32.2732362031,32.2858911731,32.3672960263,32.3311487583,32.2952958047,32.2985461838,32.1255343027,31.471039565,29.6480341598,25.4554477051,13.6909855422
2012-02-11,14.4978751728,14.4977521275,14.4977369433,14.4980037884,14.4984386057,28.6929494321,32.5859972473,32.5679937001,32.5676462109,32.5436132817,32.4761668155,32.3723337323,32.3159041652,32.3289902391,32.413216003,32.3758577247,32.3387033455,32.3419908086,32.160754057,31.4663712714,29.505528856,24.9082814259,12.6428131557
2012-02-12,14.6411794295,14.6410562421,14.6410410519,14.6413383993,14.6418039377,28.9621564406,32.6371711782,32.616571737,32.6161781458,32.5913296797,32.5216256285,32.4143188003,32.3558588399,32.3693997682,32.4564189127,32.4178774035,32.3794125801,32.3826730356,32.1926377919,31.4545330776,29.3428965022,24.3168503339,11.6687805844
2012-02-13,14.7668690886,14.7667466915,14.7667319507,14.7673565448,14.76814794,29.1961727502,32.6860700168,32.66266404,32.6620622925,32.6363374234,32.5643210246,32.4539850779,32.393377003,32.4075266506,32.4964353572,32.4572687896,32.4176721639,32.4202179927,32.2176103583,31.4101914133,29.0941890125,23.5656451868,11.030210855
2012-02-14,14.8907359601,14.8906157419,14.8906015527,14.8914300107,14.8924220684,29.4142068888,32.7328079039,32.7063085698,32.7053961259,32.6787422891,32.6043870736,32.491259206,32.4284331449,32.4432562463,32.5335340244,32.4940751861,32.453443125,32.4548203424,32.2365844074,31.3419802814,28.787291421,22.7719735723,10.5984338581
2012-02-15,15.0224374863,15.0223733719,15.0224070358,15.0246866063,15.0526913831,29.6637189259,32.7770354108,32.7474851,32.7465230512,32.7190072313,32.6422910237,32.5254671703,32.460483765,32.475771358,32.5690384776,32.5283171253,32.4862846308,32.4876036896,32.2593254614,31.3151124371,28.5907919439,22.1767588087,9.80388667143
2012-02-16,15.1691259972,15.1701510893,15.1701053227,15.170087579,15.6556820603,29.9238156482,32.8187552409,32.7862688921,32.785384717,32.7570346459,32.6779178826,32.5569225483,32.4897769189,32.5054428145,32.6025180856,32.5600506487,32.5164229558,32.5182409478,32.2831856633,31.3145722594,28.4603038778,21.6432972939,8.77255046182
2012-02-17,15.379493451,15.379424419,15.3793621142,15.3793530876,16.2397585126,30.1814233533,32.8580651334,32.8227281909,32.8219428911,32.7927502999,32.711190096,32.585880231,32.5165282138,32.5325658761,32.6336424055,32.5893269794,32.5440440959,32.5464423724,32.3044808292,31.3092277123,28.3109185965,21.0389036201,7.76772779819
2012-02-18,15.6584848466,15.6583630697,15.6583479302,15.6584723006,15.6587632553,30.424366496,32.8952265705,32.8569279279,32.8561797338,32.8261118605,32.7420552912,32.6125437582,32.5409056788,32.5573797333,32.6621678162,32.6161937006,32.5693003655,32.5720127961,32.3213613577,31.2860277593,28.1074009288,20.3278182725,6.9236567403
2012-02-19,15.8422936438,15.8421701466,15.842154927,15.842543581,15.8431010949,30.6431061782,32.9306083387,32.8889315608,32.8880783087,32.8570795492,32.7704624723,32.6371096563,32.5630714862,32.5801179313,32.6878576901,32.6406962709,32.5923404194,32.5947525468,32.3316295784,31.2282415429,27.8073819144,19.5037688798,6.35399788453
2012-02-20,16.0263115489,16.0261876473,16.0261723126,16.0264707086,16.0269386056,30.863232749,32.9637613169,32.9187406309,32.9178297027,32.8858978596,32.7966788405,32.6592514489,32.582775498,32.6003652687,32.711409423,32.6628635259,32.6129484638,32.6152548944,32.3403929178,31.1747940087,27.5172896068,18.6904690503,5.78172924428
2012-02-21,16.2199634512,16.2198389173,16.2198234656,16.2200530757,16.2204531031,31.0819469051,32.9947188513,32.9464003141,32.945469249,32.912599513,32.8207327214,32.6790272079,32.6000678174,32.6181834183,32.7328273658,32.6827347468,32.6311754442,32.6335308456,32.3474929879,31.1242215852,27.230691458,17.86711958,5.21843014344
2012-02-22,16.4321266032,16.4320018863,16.4319864216,16.4322447392,16.4326737364,31.2933258466,33.0236985707,32.9719651523,32.9709970133,32.937168371,32.8426000755,32.6965785861,32.6150670295,32.6337374346,32.7519623052,32.7003501846,32.6471302856,32.6494544127,32.3514065213,31.0643536365,26.9149190134,17.0138334651,4.72891408844
2012-02-23,16.6413217366,16.6411953515,16.641179646,16.6413664896,16.6417263383,31.5054795922,33.0505320671,32.9954624657,32.9944980991,32.9597060963,32.8623878959,32.7118308299,32.6277177587,32.6469238755,32.7690510357,32.7157430155,32.6607699397,32.6632353375,32.353874101,31.008738472,26.6039137283,16.1445404814,4.2446393212
2012-02-24,16.837609057,16.8375155894,16.8366675407,16.836395964,16.8470708573,31.7004181529,33.0756895265,33.0169598822,33.0159236405,32.9801295529,32.879997281,32.725040135,32.6382314501,32.6580520872,32.7837298397,32.7289537557,32.6722840365,32.6745544087,32.3514047573,30.9289535047,26.226416422,15.253183641,3.88401993574
2012-02-25,16.8610659638,16.8632863909,16.9029345654,17.0012149336,17.5043559906,31.8973620378,33.0987547951,33.0364680253,33.035401581,32.9986001747,32.8956037791,32.7360169327,32.646459748,32.6668749827,32.7964374308,32.7400105668,32.6815471445,32.6837998788,32.3475759613,30.8541636045,25.8567463209,14.3610801376,3.51745711808
2012-02-26,16.8481993312,16.8481194121,16.8480741005,16.8488928924,18.2053866376,32.0226079427,33.1217438692,33.0541390996,33.0526188324,33.0146625832,32.9087119161,32.7456637833,32.6531602429,32.6745018847,32.8056334054,32.7489667743,32.6892044125,32.689563909,32.3273528269,30.6686446684,25.2416189082,13.5500978406,3.50162769332
2012-02-27,16.8904680852,16.8903392225,16.8903255475,16.8921752062,16.8942103859,32.0952068394,33.1458069847,33.0700553208,33.0674721293,33.028112813,32.9192310534,32.754312551,32.6587409235,32.6812580332,32.8108257259,32.755860081,32.6954716623,32.6911763832,32.2812253782,30.3376799444,24.40331458,12.954618521,3.79544079542
2012-02-28,16.9756194927,16.9754915926,16.975475882,16.9760803583,16.9768728796,32.2583354218,33.1648859754,33.0839208961,33.0810350078,33.0405089034,32.9286474294,32.7594994239,32.6609591322,32.6841970671,32.8165479498,32.7606628383,32.698653244,32.6930891041,32.2588988955,30.1855207811,23.9439744445,12.3221569053,3.5693127528
2012-02-29,17.1716715017,17.1715425746,17.1715266052,17.1719628699,17.1725888756,32.4284479376,33.1818249936,33.0959301051,33.0928382493,33.0511616488,32.9362531639,32.7624786303,32.6609079037,32.6848348147,32.8206067376,32.7634331561,32.6996344994,32.6932342689,32.2377545834,30.0548565178,23.5232018422,11.6726376468,3.28889659076
2012-03-01,17.4122549341,17.4121256329,17.412109541,17.4124296091,17.4129399466,32.601782916,33.1967469034,33.1061225348,33.1028929783,33.0600721083,32.9420465036,32.7633325172,32.6586585212,32.6832628947,32.8229329357,32.7642007317,32.6984798659,32.6915512036,32.2168768966,29.9381960163,23.1197293485,10.9988856824,2.98732671793
2012-03-02,17.4400563594,17.4399292275,17.4399140062,17.4409510044,17.4421741441,32.7192186681,33.2123118953,33.114685227,33.1108125141,33.0666359582,32.94550013,32.7630728216,32.6552155757,32.6806527428,32.8217778618,32.7630070913,32.6958857466,32.686104345,32.1722468976,29.6890235175,22.5213051963,10.473210616,2.93061274825
2012-03-03,17.4816468714,17.4815228378,17.4815079442,17.4825116714,17.4837014301,32.8243274235,33.2262290527,33.1215230624,33.1169970198,33.0714334328,32.9471535592,32.7608555015,32.6497727749,32.6759995162,32.8187487357,32.7598634303,32.6912757013,32.6785604574,32.1236640121,29.4379170912,21.9500737022,9.98749274737,2.85231221361
2012-03-04,17.4424767246,17.4423625218,17.442362942,17.4434721968,18.1560913507,32.9871834581,33.2360081571,33.1265016762,33.1218897852,33.0751408885,32.9475529285,32.7557604692,32.6413359888,32.6682565495,32.8155753833,32.7547878689,32.6840419815,32.6710326136,32.0980137493,29.3314116495,21.5714819768,9.34647176643,2.54464487909
2012-03-05,17.3645719711,17.3647828431,17.3765855108,18.0158670739,18.8116927323,33.1479238372,33.2441097417,33.1298039031,33.1251141273,33.0771618441,32.9461928127,32.7487507263,32.6308940489,32.6585252057,32.8105808913,32.7478143158,32.67484275,32.6615731222,32.0702881913,29.2215272117,21.1707517374,8.68671097317,2.2637886084
2012-03-06,17.5703661545,17.5702528844,17.5702322705,17.5704115699,18.5303648285,33.2768111759,33.2512769189,33.1315064465,33.1265879826,33.0773526738,32.9429519894,32.740108983,32.61874061,32.6471284333,32.8033169045,32.7389672763,32.6638769768,32.6496302499,32.0332126784,29.0656368777,20.7001243821,8.07800047215,2.06075412022
2012-03-07,17.762757112,17.7626765044,17.762624369,17.7626294268,17.8454765756,33.3644357005,33.2584249474,33.131693688,33.126221123,33.0755544645,32.937702584,32.7301337442,32.6051988185,32.6344041519,32.793305917,32.7282691549,32.6513517341,32.634571887,31.9784967409,28.8200999797,20.1311332683,7.60571413039,1.96593459269
2012-03-08,18.0261514922,18.0260643196,18.0260132949,18.0259965203,18.0275031569,33.4630378333,33.2643346793,33.1303080615,33.1242517505,33.072117607,32.930756849,32.7183579853,32.589780933,32.6197987305,32.7814683859,32.7157385176,32.6369486568,32.6174759424,31.9197708562,28.5697465602,19.574585516,7.16665626009,1.86947298576
2012-03-09,18.2415532042,18.2414611855,18.2414094581,18.2413937859,18.2456820227,33.4409367211,33.2753934765,33.1278046745,33.1198006489,33.0656063347,32.9210293666,32.7068505203,32.5748920984,32.6056047897,32.7641189226,32.7013849015,32.6220273667,32.5930594806,31.7906459233,28.0244752326,18.8219268702,7.15532993499,2.0469183718
2012-03-10,18.4873125162,18.4872162642,18.487160703,18.4871427969,18.489961879,33.483630904,33.2819649776,33.1236009479,33.1142523771,33.0582066842,32.9102724424,32.6925464011,32.557076938,32.5883538719,32.7469107269,32.6852300774,32.6045397135,32.5688525517,31.6866449044,27.6344400304,18.2615029181,6.97275916025,2.05556506491
2012-03-11,18.647782026,18.6476847257,18.6476277441,18.6476087696,18.6485039156,33.6108232502,33.2829479822,33.1175870267,33.1078163872,33.0502907395,32.8986436285,32.6750983862,32.5357187727,32.5677492974,32.7304788722,32.6673216229,32.5843297009,32.546628805,31.6296383611,27.450970943,17.8503592217,6.53748068203,1.86891223551
2012-03-12,18.935468703,18.9353698621,18.9353120559,18.9352928394,18.9364730545,33.7208903274,33.2832853274,33.1101536018,33.0997877546,33.0406845782,32.8852926035,32.6561370539,32.5128040068,32.5455625243,32.7119199554,32.6476523679,32.5624451024,32.5218162573,31.5612070143,27.2277852308,17.405134643,6.14556985072,1.72496757656
2012-03-13,19.1119297022,19.1118277769,19.1117680767,19.1117481795,19.1125883784,33.8427282228,33.2814879557,33.1012068046,33.0904085031,33.0297729662,32.8704992432,32.6351991683,32.4877407549,32.5212878621,32.6921209779,32.6262506864,32.5385980989,32.4958885266,31.4995950059,27.0379783464,16.9689339819,5.70930178097,1.56227990175
2012-03-14,19.333335586,19.3328062389,19.3326689678,19.3326268594,19.3341417873,33.9681476401,33.2779198345,33.0907973733,33.0796474937,33.017488742,32.854218934,32.6124199176,32.460688146,32.4950674448,32.6708829575,32.603130705,32.5128786957,32.4685158504,31.4402729022,26.8616542021,16.5234647206,5.2546716323,1.40112421972
2012-03-15,19.7755769968,19.3277518963,19.267011372,19.2648996147,19.3360968332,33.9960253424,33.2765195807,33.0791928429,33.0671735493,33.0032680594,32.836042958,32.5886047634,32.4326570739,32.4677675137,32.6468075288,32.5782852554,32.4857865755,32.4377532386,31.3782152502,26.7322869668,16.0904123204,4.75151939897,1.22894298902
2012-03-16,19.9531444539,19.5429735677,19.9042527533,19.9088858047,20.1278244011,33.8897134366,33.2816274536,33.0664217509,33.0531493304,32.9873625765,32.816170905,32.5634631675,32.4032784128,32.439049507,32.6204931158,32.5517358297,32.4571234301,32.4047616209,31.3176490065,26.6057253196,15.6269584778,4.25365569549,1.07282669658
2012-03-17,20.0269207043,19.8733725838,20.3932195461,20.5353472611,20.833872758,33.9062043164,33.2794571679,33.0522249228,33.0378223023,32.9701582549,32.7948944716,32.5365008864,32.3719488925,32.4083988039,32.5928259328,32.5235074575,32.4266144148,32.3699784407,31.2511437526,26.4654104972,15.1327937245,3.79225648348,0.939635391442
2012-03-18,20.089564043,20.4737965022,20.998906449,21.1460079603,21.494382341,33.9840299045,33.2733200767,33.0365292579,33.0213356994,32.9518893701,32.7723720794,32.5074634104,32.3382963361,32.3755400389,32.5643056334,32.4936283964,32.3941073477,32.3343957653,31.1852267623,26.3180393983,14.6062482273,3.36186849634,0.821934075985
2012-03-19,20.3916202988,19.9761260471,21.2835405387,21.7235302151,22.1586310988,34.0314272445,33.2684229358,33.0195480703,33.003548582,32.9323093698,32.7484242877,32.4767228099,32.3027796941,32.3408583618,32.5343173834,32.4620998526,32.3598201003,32.2975317735,31.1233509965,26.1759544656,14.04469573,2.95272706078,0.71440386051
2012-03-20,20.7394356112,20.4723023365,21.8600378214,22.3035208521,22.8594984833,33.9912707318,33.2702838367,33.0014695546,32.9843395051,32.9111973147,32.7228992408,32.4446045522,32.265826491,32.3046914955,32.5023225645,32.4289189434,32.3239447278,32.2584917874,31.0586096653,26.0270234849,13.4498655507,2.58543198948,0.620956309142
2012-03-21,20.7949475785,20.9755373498,22.3795886991,22.8465033553,23.820098965,33.474459286,33.3092748227,32.9845304452,32.9624502582,32.886342365,32.6943319241,32.4139867126,32.231404188,32.2699617989,32.4633822995,32.3939391956,32.2880688726,32.2106256594,30.9685747014,25.8499195615,12.8567359181,2.29977720525,0.547884531068
2012-03-22,20.9045652898,21.2812361278,22.4064411493,23.3982286239,24.5151296138,33.3886489417,33.3166415781,32.9650487545,32.9403780736,32.8620340419,32.6656624102,32.3793713568,32.1920137705,32.2310401411,32.4270849737,32.3574480902,32.2491315228,32.166437198,30.8943635065,25.6833954388,12.2252070094,2.01739546203,0.477684094498
2012-03-23,21.2710593908,21.6946079831,22.970865341,23.9426847915,25.1568455941,33.3604490293,33.320048298,32.9442383013,32.9172008376,32.8366839996,32.6357665282,32.3428505294,32.1504499461,32.1900692659,32.3898143189,32.3193668988,32.2083018726,32.1213890419,30.8208610403,25.5129203626,11.5658890673,1.76391748697,0.415556500899
2012-03-24,21.3508268132,21.7043247028,23.2511804114,24.5758864999,25.8817779452,33.1523894208,33.3356921652,32.9250355906,32.8920357645,32.8086338428,32.6036133985,32.3065165432,32.1097602414,32.1491339122,32.3479974442,32.2795278303,32.166692495,32.0702720191,30.7312259368,25.3195567341,10.9139340055,1.56360560433,0.364747756074
